concept,label
theIsolationOfOneWhoLivesOnASuperiorPlane,the isolation of one who lives on a superior plane
theNegativeOrOccult,the negative or occult
watchfulnessForFriends,watchfulness for friends
business,business
carrion,carrion
divineProvidence,divine providence
hermit,hermit
hermit,Hermit
illOmenForAVoyage,ill omen for a voyage
indiana,Indiana
malice,malice
mamanBrigitte,Maman Brigitte
militaryHonor,military honor
aFormOfHeraJunoIo,"a form of Hera/Juno, Io"
ahet,Ahet
aPlaceForReverieLanguorSeduction,"a place for reverie, languor, seduction"
bat,Bat
audumla,Audumla
crookedness,crookedness
highlyUnclean,highly unclean
honoredInGreeceLowWorkInBritainAndEgypt,"honored in Greece, low work in Britain and Egypt"
hostileIntent,hostile intent
impenetrableEmotions,impenetrable emotions
kingSButler,king’s butler
mankindWasBelchedUpByACow,mankind was belched up by a cow
manyFertilityGods,many fertility gods
maySuccessCrownYourWishes,may success crown your wishes
meskhenet,Meskhenet
moneyChangers,money-changers
mostMotherGoddesses,most mother goddesses
nandini,Nandini
ninaThai,Nina Thai
nuChou,Nu Chou
peevishness,peevishness
prithivi,Prithivi
providerOfPerpetualNourishment,provider of perpetual nourishment
stabilityOfMind,stability of mind
surabhi,Surabhi
theDevourerOfTheTemporalWorld,the devourer of the temporal world
theEarthAndTheMoon,the earth and the moon
theEarthPrinciple,the earth principle
theEndOfACycleOrIdea,the end of a cycle or idea
theHumbleLife,the humble life
theMaternalInstinct,the maternal instinct
thePeriodBetweenReincarnations,the period between reincarnations
thePersonalityInItsLowerAspect,the personality in its lower aspect
theSimpleCarefreeCountryLife,"the simple, carefree, country life"
theSleepOfDeath,the sleep of death
theSpaceBoundedByHeavenAndEarthWhereLifeExists,the space bounded by heaven and earth where life exists
usedInRainmakingCeremonies,used in rainmaking ceremonies
aditi,Aditi
clarity,clarity
echoMythology,Echo (mythology)
euphemismForCoition,euphemism for coition
femaleSexualDesire,female sexual desire
hera,Hera
hypnos,Hypnos
ishtar,Ishtar
motherEarth,Mother Earth
stOttilia,St. Ottilia
stress,stress
theCelestial,the celestial
underworldPowers,underworld powers
transparency,transparency
23rdWeddingAnniversaries,23rd wedding anniversaries
acceptanceByTheGods,acceptance by the gods
ascensionIntoHeavens,ascension into heavens
betrayalOfChrist,betrayal of Christ
commandGlory,"command, glory"
ShortlivedVictory,shortlived victory
appetite,appetite
aRoyalWeapon,a royal weapon
completedTransformation,completed transformation
concealmentOfRealityOrTruth,concealment of reality or truth
creativeEnthusiasm,creative enthusiasm
cyclicExistence,cyclic existence
distinguishingOfRankSexMood,"distinguishing of rank, sex, mood"
enterprise,enterprise
friendlyIntent,friendly intent
hiddenOrSuspectThoughtsDissimulation,"hidden or suspect thoughts, dissimulation"
hidingOfNakednessVice,"hiding of nakedness, vice"
indicationOfProfessionMentalStateBeliefsAssociations,"indication of profession, mental state, beliefs, associations"
intrepidity,intrepidity
obscuredTruth,obscured truth
spiritualEcstasy,spiritual ecstasy
ssGervase,SS Gervase
steedsOfTheValkyries,steeds of the Valkyries
stRaymond,St. Raymond
theDualityOfManifestationThatWillReturnToUnity,the duality of manifestation that will return to unity
theFlocksOfApollo,the flocks of Apollo
theMagicalCreationOfBeingsThatPursueTheirOwnAutonomousExistence,the magical creation of beings that pursue their own autonomous existence
theMaleElementInWoman,the male element in woman
theMarchOfTime,the march of time
theOwnerSPersonality,the owner’s personality
thePossibilityOfUnderstandingAndCommunication,the possibility of understanding and communication
thePrimalEmbryo,the primal embryo
thePrimordialAndUnknowableStateOfGodBeforeHisManifestation,the primordial and unknowable state of God before his manifestation
theTemperateNatureOfTheSubject,the temperate nature of the subject
theThunderboltOfSkyGods,the thunderbolt of sky gods
theUnrevealedAspect,the unrevealed aspect
theUnseenGod,the unseen God
theVeilOfGod,the veil of God
theWildMan,the Wild Man
victoryThroughDestruction,victory through destruction
visibleBreath,visible breath
deception,deception
disgrace,disgrace
fortitudePersonified,Fortitude personified
hercules,Hercules
infinitude,infinitude
kali,Kali
lying,lying
ninurta,Ninurta
protase,Protase
providence,providence
stHyacinth,St. Hyacinth
raiden,Raiden
aBhut,a bhut
malevolentInfluencesUntilTheNextHarvest,malevolent influences until the next harvest
bitterness,bitterness
coquetry,coquetry
dido,Dido
sex,sex
vishnu,Vishnu
aBeneficentDeity,a beneficent deity
aChief,a chief
adversary,adversary
ajatarEspeciallyNursingSerpents,Ajatar (especially nursing serpents)
aPlagueOrSickness,a plague or sickness
cado,Cado
charitableFervor,charitable fervor
clementOfMetz,Clement of Metz
dwellerInTheWilderness,dweller in the wilderness
enemyOfGod,enemy of God
generallyBeneficentCelestial,"generally beneficent, celestial"
generallyDestructiveEvilInfernal,"generally destructive, evil, infernal"
guardianOfFertility,guardian of fertility
haoma,Haoma
indistinguishableFromTheSerpent,indistinguishable from the serpent
keyne,Keyne
manifestPower,manifest power
omegaPhiGamma,Omega Phi Gamma
osirisAsGodOfTheDead,Osiris as god of the dead
pershingAngels,Pershing Angels
placesOfShadow,places of shadow
renewedSpirit,renewed spirit
rhythmsOfNature,rhythms of nature
sacredToHachiman,sacred to Hachiman
sigmaAlphaOmega,Sigma Alpha Omega
ssTheodore,SS Theodore
stJoachim,St. Joachim
tauSigmaDelta,Tau Sigma Delta
teresa,Teresa
theAdversary,the adversary
theAllMother,the All Mother
theApostlePhilip,the Apostle Philip
theChangeFromTheBlackStageToTheWhitePhaseOfTransformation,the change from the Black Stage to the White Phase of transformation
theLifeSpirit,the life spirit
thePersonificationsOfPeace,the personifications of Peace
theSpiritOfLight,the spirit of light
theTreeOfLifeAndTheVasesOfTheWatersOfLife,the Tree of Life and the vases of the waters of life
aphrodite,Aphrodite
benedict,Benedict
cowardice,cowardice
divinePower,divine power
femininity,femininity
goodDigestion,good digestion
greatMothers,Great Mothers
gregoryTheGreat,Gregory the Great
gregoryTheGreat,Gregory the Great)
guilelessness,guilelessness
heavenlyMessenger,heavenly messenger
impartialFilialDuty,impartial filial duty
inanna,Inanna
internationalAssociationOfRebekahAssemblies,International Association of Rebekah Assemblies
maternity,maternity
meekness,meekness
meekness,Meekness
messengerOfYama,messenger of Yama
moirai,Moirai
orderliness,orderliness
queensOfHeaven,queens of heaven
ssAmbrose,SS Ambrose
theEarthMother,the Earth Mother
speech,speech
sperm,sperm
theActOfCreation,the act of creation
theArchangelAnael,the archangel Anael
theHead,the head
thePersonificationsOfArchitecture,the personifications of Architecture
transcendentKnowledge,transcendent knowledge
rarity,rarity
florida,Florida
warning,warning
untrustworthiness,untrustworthiness
usuallyAnUnfavorableOmen,usually an unfavorable omen
varuna,Varuna
wales,Wales
yemJa,Yemọja
theGreatMother,the great Mother
theGreatMother,the Great Mother
abilityToEnterAHigherStateOfConsciousness,ability to enter a higher state of consciousness
aFormOfPwyll,a form of Pwyll
balgalaMukhi,Balgala-mukhi
byzantium,Byzantium
carriesSoulsToTheWesternParadise,carries souls to the Western Paradise
communionWithDeities,communion with deities
closeParentalBond,close parental bond
evilWoman,evil woman
gammaPhiBeta,Gamma Phi Beta
godAndTheHeavenlyHost,God and the Heavenly Host
goodLifeAndWorks,good life and works
goodOrderInMonasticLife,good order in monastic life
goodStrugglingAgainstEvil,good struggling against evil
heraldOfDeathWar,"herald of death, war"
heraldOfSpringLight,"herald of Spring, light"
highHonorsEspeciallyInTheCrusades,"high honors, especially in the Crusades"
hopeForGreaterGlory,hope for greater glory
lightOutOfDarkness,light out of darkness
lucina,Lucina
messengerOfDeities,messenger of deities
oneWhoHasBeenHonoredByASovereign,one who has been honored by a sovereign
parsimony,parsimony
pineTrees,pine trees
sacredToAMessengerGod,sacred to a messenger god
sacredToArtemisDianaAthenaMinervaApolloHermesMercuryThothTheseus,"sacred to Artemis/Diana, Athena/Minerva, Apollo, Hermes/Mercury, Thoth, Theseus"
sciences,sciences
shapeOfTheEasternContinentAndTheShapesOfTheFacesOfItsInhabitants,shape of the Eastern Continent and the shapes of the faces of its inhabitants
theBirthOfSpeech,the birth of speech
theDestructivePowerOfConflictAnObstacleToDevelopment,"the destructive power of conflict, an obstacle to development"
theDivineSeedPresentInAllLowerNature,the divine seed present in all lower nature
theFemininePrincipleInGeneral,the feminine principle in general
theGoodAndDiligentSoul,the good and diligent soul
theLunarBarque,the lunar barque
thePersonificationsOfReligion,the personifications of Religion
thePureSoul,the pure soul
theReceptiveCup,the receptive cup
theVigilanceOfGodOverHisCreatures,the vigilance of God over his creatures
womanhood,womanhood
aGoodOmen,a good omen
astarte,Astarte
avalokitesvara,Avalokitesvara
dianaMythology,Diana (mythology)
eternalYouth,eternal youth
haughtiness,haughtiness
inquisitiveness,inquisitiveness
kannon,Kannon
luck,luck
monasticLife,monastic life
monasticLife,Monastic Life
pomp,pomp
selfContemplation,self-contemplation
solarGods,solar gods
aBitterHerbOfThePassover,a bitter herb of the Passover
aForcePersonified,a force (Personified)
aProcess,a process
aSerenade,a serenade
barrennessAndUnproductivenessInTheSpirit,barrenness and unproductiveness in the spirit
cosmicCreativeEnergy,cosmic creative energy
defectInTheSoul,defect in the soul
delphicFraternity,Delphic Fraternity
desireForEscape,desire for escape
foodForTheSoul,food for the soul
indicationThatAPersonMayACompensatoryPower,indication that a person may a compensatory power
loveSOracle,love’s oracle
paintingTheLily,painting the lily
passageOfTime,passage of time
patienceTenacity,"patience, tenacity"
petroclus,Petroclus
reinforcementOfStrengthEmotionAndOrActivity,"reinforcement of strength, emotion, and/or activity"
releaseFromDisagreeableCircumstances,release from disagreeable circumstances
seekingFreedomInEcstasy,seeking freedom in ecstasy
theAttemptToThrowOffDualityAndRediscoverPrimevalOneness,the attempt to throw off duality and rediscover primeval oneness
theSpiritOfLife,the spirit of Life
theTenDisciplesWhoDidNotBetrayOrDenyChrist,the ten disciples who did not betray or deny Christ
throwingOffBonds,throwing off bonds
transformationOfSpaceIntoTime,transformation of space into time
aggressiveness,aggressiveness
cancer,Cancer
dishonesty,dishonesty
divineLove,divine love
epsilonSigmaAlpha,Epsilon Sigma Alpha
gratitude,gratitude
grossness,grossness
harmoniousCooperation,harmonious cooperation
june,June
krishna,Krishna
liberation,liberation
nepal,Nepal
oklahoma,Oklahoma
orgy,orgy
panic,panic
repulsiveSex,repulsive sex
theAnima,the anima
drivesAwayEvilSpirits,drives away evil spirits
family,family
guardian,guardian
huehueteotl,Huehueteotl
hyacinth,Hyacinth
impudence,impudence
irritability,irritability
limitation,limitation
35thWeddingAnniversaries,35th wedding anniversaries
aCommonOrStupidFellow,a common or stupid fellow
alwaysCheerful,always cheerful
aSubstituteForRice,a substitute for rice
characteristicFairyDress,characteristic fairy dress
7thWeddingAnniversaries,7th wedding anniversaries
concealedMerit,concealed merit
consummation,consummation
courtliness,courtliness
creatingOrderOutOfChaos,creating order out of chaos
cyanus,Cyanus
devotionToAnInferior,devotion to an inferior
hiddenWorth,hidden worth
lowValue,low value
makingTheMentalIntoTheMaterial,making the mental into the material
metalOfTheCommonPeople,metal of the common people
mirtilloAndAmarillis,Mirtillo and Amarillis
notorietyPersonified,Notoriety personified
officialPromotion,official promotion
prussia,Prussia
reflectsTheConditionOfTheDriverOrPilot,reflects the condition of the driver or pilot
renewingTheWorkOfCreation,renewing the work of creation
seaTreeOfTheMotherGoddess,sea tree of the Mother Goddess
somethingValueLess,something value less
theColorOfMyFate,the color of my fate
theCornGoddess,the Corn Goddess
theDegenerationOfPrimitiveForce,the degeneration of primitive force
theEighthDegreeOfAttainment,the eighth degree of attainment
theGiverOfLife,the giver of life
theGrowthFromTheBloodOfMedusa,the growth from the blood of Medusa
theSoldierIsAlexanderTheGreat,the soldier is Alexander the Great
comeliness,comeliness
deference,deference
enablesHimToHearTheEverydayConversationsOfMen,enables him to hear the everyday conversations of men
gentility,gentility
inflexibility,inflexibility
navigation,navigation
bewitching,bewitching
aDivineMessenger,a divine messenger
aManOfAction,a man of action
andOtherCountries,and other countries
aquilaLegis,Aquila Legis
christAsMediatorBetweenGodAndMan,Christ as mediator between God and man
alphaNuOmega,Alpha Nu Omega
carrionEater,carrion eater
divineGraceDescending,divine grace descending
fertilityEspeciallyMale,"fertility, especially male"
godSProvidentialCareOverIsrael,God’s providential care over Israel
heroicNobility,heroic nobility
inspirationOfTheGospels,inspiration of the Gospels
judiciousness,judiciousness
lightningBearerOfJupiter,lightning bearer of Jupiter
loftySpirit,lofty spirit
maryLeadingPeopleToTrueLight,Mary leading people to true light
midDaySun,mid-day sun
militaryMight,military might
ningvisu,Ningvisu
nisroch,Nisroch
oneOfTheFourBeastsOfTheApocalypse,one of the four beasts of the Apocalypse
pan,Pan
protectionOfYoung,protection of young
quickWittedness,quick-wittedness
sacredToAshur,sacred to Ashur
servatius,Servatius
spiritualEndeavor,spiritual endeavor
ssWenceslas,SS Wenceslas
stormCloud,storm cloud
strengthButOccasionallyImpotence,"strength, but occasionally, impotence"
strengthOfMind,strength of mind
theChristianSoulStrengthenedByGrace,the Christian soul strengthened by grace
theConstellationAquila,the constellation Aquila
theGarudaBird,the Garuda Bird
theGreatestOfBirds,the greatest of birds
theImperialBird,the imperial bird
theInspirationOfTheGospels,the inspiration of the Gospels
theJust,the just
theLuminousSky,the luminous sky
theRisingSunThatDevoursTheSerpentOfDarkness,the rising sun that devours the serpent of darkness
theSolarMithras,the solar Mithras
theSoulRenewedByGrace,the soul renewed by grace
theSpiritOfProphecy,the spirit of prophecy
theSpiritualPrincipleInGeneral,the spiritual principle in general
theUs,the US
troy,Troy
trueMagnanimity,true magnanimity
vehicleOfBuddha,vehicle of Buddha
victoryEspeciallyWithASerpentInItsTalons,victory (especially with a serpent in its talons)
amoghasiddhi,Amoghasiddhi
