concept,label
passageOfTheSoulThroughTheSevenHeavens,passage of the soul through the seven heavens
rigor,rigor
seduction,seduction
serviceGivingAnAlarm,service giving an alarm
sexuality,sexuality
sharpness,sharpness
spiritualInsight,spiritual insight
stAgnes,St. Agnes
stMartha,St. Martha
stMatthias,St. Matthias
stPhilip,St. Philip
stRomuald,St. Romuald
stThomas,St. Thomas
temples,temples
theApocalypse,the Apocalypse
theApocalypse,the Apocalypse
theCelestialWorld,the celestial world
theCrucifixion,the Crucifixion
theGreatMother,the great Mother
theGreatMother,the Great Mother
thePersianSibyl,the Persian sibyl
theSevenGiftsOfTheHolySpirit,the seven gifts of the Holy Spirit
theSevenGiftsOfTheHolySpirit,the seven gifts of the Holy Spirit
theSevenGiftsOfTheHolySpirit,the Seven Gifts of the Holy Spirit
theSevenGiftsOfTheHolySpirit,the Seven Gifts of the Holy Spirit
theSolar,the solar
theUnionOfYinAndYang,the union of yin and yang
theUnitedKingdom,the United Kingdom
theWord,the Word
theWord,the Word
trickster,trickster
union,union
goodWill,good will
jason,Jason
subtlety,subtlety
aBondswomanUnjustlyOppressed,a bondswoman unjustly oppressed
affectionBeyondTheGrave,affection beyond the grave
aForbearerWhoFoughtAGallantDuelOrWasAGreatHunter,a forbearer who fought a gallant duel or was a great hunter
aLowerGovernmentOfficial,a lower government official
aLowWoman,a low woman
anIcthyocentaur,an icthyocentaur
associateOfTheDevil,associate of the devil
aTerribleJudgment,a terrible judgment
aTriton,a triton
camazotz,Camazotz
challengeToADuel,challenge to a duel
aKoerakoonlased,a koerakoonlased
aKoerakoonlased,a koerakoonlased
aKoerakoonlased,a koerakoonlased
aKoerakoonlased,a koerakoonlased
artemisDiana,Artemis/Diana
cephalusAndProcrisRespectively,Cephalus and Procris respectively
descendentsOfMohammed,descendents of Mohammed
divineRetribution,divine retribution
enlightenmentProtectingWisdom,enlightenment protecting wisdom
equivalentToAVeil,equivalent to a veil
excellenceInTheArtsAndSciences,excellence in the arts and sciences
falsityDestroyingTruthAndGoodness,falsity destroying truth and goodness
forceGatheredOnTheThresholdOfTransition,force gathered on the threshold of transition
friendships,friendships
greenCornChangingToTheYellowCornOfTheHarvest,green corn changing to the yellow corn of the harvest
growthImperviousToOutsideInfluence,growth impervious to outside influence
harmonyOfExistenceInTheDevaWorld,harmony of existence in the deva world
infiniteVirtuesInAgricultur,infinite virtues in agricultur
jacobSDeceptionOfIsaac,Jacob’s deception of Isaac
loveThatRisksDeath,love that risks death
oil,oil
seafaringWreck,seafaring wreck
spiritualPowers,spiritual powers
ssAnneEspeciallyOverARedRobe,SS Anne (especially over a red robe)
stoneForA9ThWeddingAnniversary,stone for a 9th wedding anniversary
stPatrickSDay,St. Patrick’s Day
supporterOfAWaterGoddess,supporter of a water goddess
theAssaultOfAnEnemy,the assault of an enemy
theChurchInBondage,the church in bondage
theFateOfMankind,the fate of mankind
theInnerSpiritualGarden,the inner spiritual garden
theLandOfRebirth,the land of rebirth
theMasculinePrincipleAndTheFemininePrinciple,the masculine principle and the feminine principle
theReignOfTerrorInFrance,the Reign of Terror in France
theSeminalSubstance,the seminal substance
thetaKappaOmega,Theta Kappa Omega
theYoungGrainGod,the young grain god
uncontrolledPassion,uncontrolled passion
unnaturalOrArtificialGrowth,unnatural or artificial growth
workersAndOfficialsInTheCrimsonSlendernessCelestialPalace,workers and officials in the Crimson Slenderness celestial palace
youngCornChangingToYellowCorn,young corn changing to yellow corn
aphroditeVenus,Aphrodite/Venus
aphroditeVenus,Aphrodite/Venus)
business,business
california,California
california,California
chalchiutlicue,Chalchiutlicue
chastity,chastity
chastity,Chastity
abbotOrAbbessWithPastoralJurisdictionOnly,abbot or abbess with pastoral jurisdiction only
aEvilOmen,a evil omen
aFaithfulWorker,a faithful worker
aGeneralRestorative,a general restorative
capriciousBeauty,capricious beauty
charming,charming
connectedWithRain,connected with rain
connectedWithRainAndWater,connected with rain and water
energeticAndStrongMentalQualities,energetic and strong mental qualities
fire,fire
fragmentationHoweverItCanSometimesIndicateAPositiveIntensification,"fragmentation, however, it can sometimes indicate a positive intensification"
funeral,funeral
generallyIndicativeOfThePrevailingAtmosphereChaoticEroticSomber,"generally indicative of the prevailing atmosphere (chaotic, erotic, somber)"
giversOfTheBeggingBowl,givers of the begging bowl
greatGrowthFromSmallBeginnings,great growth from small beginnings
guardiansOfThresholdsTreasureSpiritualKnowledgeAndCattle,"guardians of thresholds, treasure, spiritual knowledge, and cattle"
harmonyArisingFromChaos,harmony arising from chaos
intensification,intensification
monogramOfTheVirginMaryEspeciallyWhenShownWithACrown,"monogram of the Virgin Mary, especially when shown with a crown"
motherOfAdonis,mother of Adonis
mountOfAKingOrCardinal,mount of a king or cardinal
mourningForAMother,mourning for a mother
mutualHelpAmongUnderdogs,mutual help among underdogs
orMRStandsForMariaReginaInLatin,or @M.R. @stands for Maria Regina in Latin
passionateNature,passionate nature
perversity,perversity
possessorsOfTheElixirOfLifeAndImmortality,possessors of the elixir of life and immortality
poverty,poverty
protectorOfTheBuddha,protector of the Buddha
scipioTheYounger,Scipio the Younger
templeGuardians,temple guardians
theCyclesOfTime,the cycles of time
theHarmonyOfNumbersWithTheCosmos,the harmony of numbers with the cosmos
theHarmonyOfTheUniverse,the harmony of the universe
theRaceOfHam,the race of Ham
theSpiritualMadeManifest,the spiritual made manifest
toRemoveAnIdeaOrPrincipleFromOneSMindOrFromExistence,"to remove an idea or principle from one’s mind, or from existence"
usuallyPunishmentSufferingSlaveryHopelessMisfortune,"usually punishment, suffering, slavery, hopeless misfortune"
youAreMerry,you are merry
abundance,abundance
abundance,abundance
abundance,Abundance
abundance,Abundance
anput,Anput
anubis,Anubis
aWarrior,a warrior
bereavement,bereavement
death,death
death,Death
deterioration,deterioration
disintegration,disintegration
dissociation,dissociation
durability,durability
evil,evil
faith,faith
femaleSexuality,female sexuality
fertility,fertility
fertility,fertility
fertility,fertility
fertility,fertility
grace,grace
harmony,harmony
heresy,heresy
heresy,Heresy
hospitality,hospitality
hospitality,Hospitality
humility,humility
humility,humility
humility,Humility
humility,Humility
hypocrisy,hypocrisy
hypocrisy,hypocrisy
hypocrisy,Hypocrisy
hypocrisy,Hypocrisy
indifference,indifference
lossOfUnity,loss of unity
madness,madness
mockery,mockery
order,order
osiris,Osiris
patience,patience
patience,Patience
pride,pride
pride,Pride
privation,privation
regression,regression
rejuvenation,rejuvenation
sabazios,Sabazios
saturnPlanet,Saturn (planet)
silence,silence
sterility,sterility
stubbornness,stubbornness
stupidity,stupidity
stupidity,Stupidity
swiftness,swiftness
theChurch,the Church
theDevil,the devil
theDevil,the Devil
theLifeForce,the life force
theLifeForce,the life-force
destruction,destruction
dignity,dignity
dignity,dignity
discretion,discretion
discretion,Discretion
docility,docility
docility,Docility
elijah,Elijah
eloquence,eloquence
endurance,endurance
energy,energy
fertility,fertility
folly,folly
fury,fury
fury,Fury
greed,greed
immaturity,immaturity
incarnationOfVerethaghna,incarnation of Verethaghna
innocence,innocence
innocence,Innocence
johnTheBaptist,John the Baptist
longSuffering,long-suffering
malevolence,malevolence
middleEast,Middle East
murder,murder
perseverance,perseverance
pride,pride
pride,Pride
prudence,prudence
prudence,Prudence
rage,rage
resistance,resistance
royalty,royalty
royalty,royalty
salaciousness,salaciousness
scorpio,Scorpio
selfishness,selfishness
selfSacrifice,self-sacrifice
slyness,slyness
sobriety,sobriety
south,South
south,South
south,South
stubbornness,stubbornness
stupidity,stupidity
stupidity,Stupidity
submission,submission
theArchangelSamael,the archangel Samael
theMagi,the Magi
theMiddleEast,the Middle East
thePersonificationsOfAsia,the personifications of Asia
vengeance,vengeance
war,war
weakness,weakness
wealth,wealth
tuesday,Tuesday
aHeretic,a heretic
allowsTruthToBeDistinguishedFromFalsity,allows truth to be distinguished from falsity
aSacredPerson,a sacred person
avoidedBecauseItWeakenedTheLifeForce,avoided because it weakened the life force
bearingWitness,bearing witness
christSPeaceHealingFaithAndBeauty,"Christ’s peace, healing, faith, and beauty"
clearness,clearness
FarewellAndWelcome,farewell and welcome
aPsoglav,a psoglav
archangelGabriel,archangel Gabriel
courageousLoveAndFaith,courageous love and faith
Death,death
deityEmblem,deity emblem
end,end
evilPassionsDrivenOutOfManByTheGospels,evil passions driven out of man by the Gospels
gethsemaneEspeciallyAGnarledOliveTree,Gethsemane (especially a gnarled olive tree)
happinessAndSorrow,happiness and sorrow
nightAndDay,night and day
peaceReconciliation,"peace, reconciliation"
pledgeOfService,pledge of service
preChristianReligion,pre-Christian religion
sometimesApollo,sometimes Apollo
spendthrift,spendthrift
stoneFor7ThWeddingAnniversaries,stone for 7th wedding anniversaries
swearingAllegiance,swearing allegiance
takingAnOath,taking an oath
theArmsOfChristWhenHangingOnTheCross,the arms of Christ when hanging on the cross
theCosmosInEquilibrium,the cosmos in equilibrium
theEgoWhichMustBeStrippedAwayLayerByLayer,the ego which must be stripped away layer by layer
theFaithOfTheJust,the faith of the just
theFruitOfTheChurch,the fruit of the Church
theManyInOne,the many in one
theParadiseOfTheChosen,the Paradise of the chosen
thePerilousNatureOfWater,the perilous nature of water
thePerilsOfUnconditionalSurrenderToSeduction,the perils of unconditional surrender to seduction
thoughtToCauseStillbirthsDiscordNightmares,"thought to cause stillbirths, discord, nightmares"
thunderStrikingAtThePassionsOfMankind,thunder striking at the passions of mankind
unfaithful,unfaithful
vertumnusAndPomonaRespectively,Vertumnus and Pomona respectively
abraham,Abraham
affection,affection
affection,affection
affection,Affection
affection,Affection
inertness,inertness
lucky,lucky
malaysia,Malaysia
nomads,nomads
overweeningAmbition,overweening ambition
paganism,paganism
paganism,Paganism
plenty,plenty
protection,protection
purgation,purgation
purification,purification
purification,purification
rigidity,rigidity
shelter,shelter
slavery,slavery
sovereignty,sovereignty
stLuke,St. Luke
stPaul,St. Paul
stPeter,St. Peter
stRoch,St. Roch
terror,terror
terror,Terror
theDevil,the devil
theDevil,the Devil
theIronAgePersonified,the Iron Age personified
theLimitationOfIdeas,the limitation of ideas
thePassionOfChrist,the Passion of Christ
theWord,the Word
thoth,Thoth
travelers,travelers
winter,Winter
winter,Winter
yourLooksFreezeMe,your looks freeze me
frigidity,frigidity
frigidity,frigidity
hermits,hermits
pilgrims,pilgrims
praise,praise
skill,skill
stAnthonyOfPadua,St. Anthony of Padua
torment,torment
17thWeddingAnniversaries,17th wedding anniversaries
3rdAnd12ThWeddingAnniversaries,3rd and 12th wedding anniversaries
allPairsOfOpposites,all pairs of opposites
aShapeShiftedShaman,a shape-shifted shaman
beautyIsYourOnlyAttraction,beauty is your only attraction
beginnings,beginnings
cleansingOfTheSoul,cleansing of the soul
blood,blood
communicationWithHeaven,communication with heaven
diVineMessenger,di-vine messenger
ensuresImmortality,ensures immortality
familiarOfShamans,familiar of shamans
fertilePlantLife,fertile plant life
historyAndProphecy,history and prophecy
humanFear,human fear
humanPerfection,human perfection
kinglyForce,kingly force
kinglyForce,kingly force
masterOfTheAnimals,Master of the Animals
messengerOfForestSpirits,messenger of forest spirits
moLiChIn,Mo-li Ch’in
offeringsToHuitzilopochtli,offerings to Huitzilopochtli
placedInTheMouthOfTheDeadToEnsureImmortality,placed in the mouth of the dead to ensure immortality
priestAndMonarch,priest and monarch
sacredToMedusa,sacred to Medusa
spinelessness,spinelessness
spiritualTriad,spiritual triad
theDesireToMasterAllThings,the desire to master all things
thePastAndTheFuture,the past and the future
theSlayingOfAbelByCain,the slaying of Abel by Cain
winterWeatherPersonified,winter weather (Personified)
admiration,admiration
admiration,admiration
alaska,Alaska
anubis,Anubis
avarice,avarice
avarice,Avarice
britishColumbia,British Columbia
charm,charm
charm,charm
charm,charm
charm,charm
charm,charm
china,China
courage,courage
defenseOfHonor,defense of honor
devotionToHonor,devotion to honor
distinction,distinction
envy,envy
envy,Envy
eternity,eternity
excellence,excellence
fidelity,fidelity
fidelity,Fidelity
friendship,friendship
frostPersonified,frost (Personified)
hanXiang,Han Xiang
hope,hope
hope,hope
theSages,the Sages
theStateOfIndia,the state of India
theThreeHolyVirgins,the Three Holy Virgins
theThroneOfYahweh,the throne of Yahweh
theThroneOfYahweh,the throne of Yahweh
theTransfiguration,the Transfiguration
theWordPiercingTheDarkness,the Word piercing the darkness
threatOrPrecursorOfWar,threat or precursor of war
tinia,Tinia
transcendentalTruth,transcendental truth
unionOfTheSkyGodAndEarthMother,union of the sky god and earth mother
voiceOfSupremeDeitiesStormGods,"voice of supreme deities, storm gods"
warItself,war itself
warningAgainstProfanation,warning against profanation
weaponOfTheSupremeDeity,weapon of the supreme deity
