symbol,concept,contexts,types
necktie,socialBonds,generalOrUnknown,Simulation
nuditasVirtualis,sinlessness,generalOrUnknown,Simulation
obelisk,solarAscension,generalOrUnknown,Simulation
obelisk,solarGenerativePower,egypt,Simulation
pincers,smithSProfession,heraldic,Simulation
rat,sneakiness,generalOrUnknown,Simulation
redflag,socialistRevolution,generalOrUnknown,EmblematicSimulation
rooster,skandha,hindu,AttributeSimulation
rooster,soldierlyConduct,heraldic,Simulation
shirtlessness,socialAbandonment,generalOrUnknown,Simulation
shortHair,slaves,celtic,AttributeSimulation
shortLeg,sOftenACharacteristicOfSunDeities,generalOrUnknown,Simulation
shrimp,smallness,generalOrUnknown,Simulation
sieve,smallTalk,generalOrUnknown,Simulation
skyBlue,skyGodsAndSkyPowers,generalOrUnknown,AssociationSimulation
soldiersKillingBabies,slayingOfTheHolyInnocents,christian,Simulation
stag,skillInMusic,heraldic,Simulation
stag,slayerOfSerpents,jewish,Simulation
swallowBird,sociability,generalOrUnknown,Simulation
tar,sinThatCannotBeReadilyExpiated,generalOrUnknown,Simulation
taurus,slownessToAngerButFuriousOnceProvoked,generalOrUnknown,AssociationSimulation
tea,sociableLife,generalOrUnknown,Simulation
termite,slowAndSecretDestruction,generalOrUnknown,Simulation
theater,socialLife,generalOrUnknown,Simulation
thorn,sinSometimesOnlyMinor,generalOrUnknown,Simulation
tongs,smithAndThunderGods,generalOrUnknown,AttributeSimulation
treeOfSuns,solarWork,alchemic,Simulation
web,snareOfHumanFrailty,christian,Simulation
web,snareOfTheDevil,christian,Simulation
whiteChildAndBlackChild,sleepAndDeathRespectively,generalOrUnknown,Simulation
11,sometimesHasAnInfernalCharacter,generalOrUnknown,Simulation
12,sonsOfJacob,jewish,Simulation
12,spaceAndTime,generalOrUnknown,Simulation
3,sonsOfNoahDaysOfJonahInTheFishSBelly,jewish,Simulation
adonisPlant,sorrowfulMemories,flowerLanguage,Simulation
amethyst,sovereigntyOfKingsAndPrinces,englishMedieval,Simulation
antelope,sometimesAShapeShiftedDeity,african,Simulation
ashTree,sourceOfWisdom,heraldic,Simulation
assDonkey,sometimesTheJewsTheSynagogue,christian,Simulation
bananaTree,sometimesTheDwellingOfTheDead,solomonIsland,Simulation
basilisk,sovereignPowerThatDestroysWhenDisrespected,generalOrUnknown,Simulation
bird,sometimesEquatedWithThePhoenix,hindu,Simulation
bird,soulsInParadise,christian,Simulation
bird,soulsOfTheFaithfulLivingOnTheTreeOfLife,islamic,Simulation
birdSEgg,sometimesTheOriginOfTheFirstMan,oceanic,Simulation
birdsInAVine,soulsAbidingWithChrist,christian,Simulation
blacksmith,sometimesCain,christian,Simulation
blacksmith,soothsaying,dogon,AssociationSimulation
blue,sometimesChristInHisEarthlyMinistry,christian,AttributeSimulation
blueAndRed,sometimesUsedForTheColorOfGodSClothes,generalOrUnknown,Simulation
bluebell,sorrowfulRegret,generalOrUnknown,Simulation
bowArchery,sovereignHighPriests,sumeroSemitic,AttributeSimulation
bowWithQuiver,sometimesHeraclesHercules,grecoRoman,AttributeSimulation
bull,soulOfTheWorld,persian,Simulation
burningOrTinglingEars,someoneIsTalkingAboutYou,generalOrUnknown,Simulation
butterflyAmongFlowers,soulOfADeadWarrior,aztecan,Simulation
cat,sometimeFormOfAPara,finnish,Simulation
cat,sometimeFormOfASmierRagatto,samian,Simulation
clockwiseSwastika,sometimesTheMasculine,generalOrUnknown,Simulation
compassesAndBuilderSSquare,soundMorality,generalOrUnknown,Simulation
coot,somethingValueLess,generalOrUnknown,Simulation
cornerstone,something,generalOrUnknown,Simulation
counterclockwiseSwastika,sometimesTheFeminine,generalOrUnknown,Simulation
cress,somethingSmallOrWorthless,generalOrUnknown,Simulation
crocodile,sometimesTheHomeOfDeadAncestors,african,Simulation
crocodile,souchos,egyptian,Simulation
crustOfBread,somethingValueless,generalOrUnknown,Simulation
dolphin,soulsOfReformedPirates,grecoRoman,Simulation
dot,sourceOfExpansion,generalOrUnknown,Simulation
dot,sourceOfMeditation,chinese,Simulation
dumbness,sometimesAnIndicationThatAPersonHasCompensatoryPowers,generalOrUnknown,Simulation
dust,somethingForgottenOrNeglected,generalOrUnknown,Simulation
egg,sourceOfTheWhiteFlowerSilverTheRedFlowerGodAndTheBlueFlowerWisdom,alchemic,Simulation
empressTarot,sovereignIntellect,generalOrUnknown,Simulation
extraFingers,sometimesASignOfEvil,generalOrUnknown,Simulation
figTree,sometimesTheTreeOfKnowledge,generalOrUnknown,Simulation
flail,sometimesSeptember,generalOrUnknown,AssociationSimulation
flowers,sometimesHope,generalOrUnknown,AttributeSimulation
fourHeadsOfBrahma,sourceOfTheFourVedas,hindu,Simulation
garmentOfPalmLeaves,sometimesAlsoStOnuphriusAndOtherDesertHermits,christian,Simulation
giantScorpionMen,sonsOfTiamat,babylonian @ sumeroSemitic,Simulation
grail,sourceOfAbundance,generalOrUnknown,Simulation
grail,sourceOfHappinessLife,generalOrUnknown,Simulation
greenBird,soulOfAMartyrFlyingToHeaven,jewish,Simulation
guinevereQueen,sometimesBetrayalDuplicity,celtic,Simulation
harp,soothingOfStrainedNerves,generalOrUnknown,Simulation
honey,sourceOfLifeImmortality,hindu,Simulation
hydra,sordidVices,grecoRoman,Simulation
isis,sourceOfFertilityTransmutation,egyptian,Simulation
jar,sourceOfPlenty,generalOrUnknown,Simulation
juniper,soporific,generalOrUnknown,Simulation
lake,sourceOfCreativePower,generalOrUnknown,Simulation
lamb,sometimesSsClement,christian,AttributeSimulation
light,sourceOfGoodness,generalOrUnknown,Simulation
lilacColor,sometimesMaleHomosexuality,generalOrUnknown,Simulation
lion,sometimesDionysusBacchus,grecoRoman,AttributeSimulation
lionOfJudah,sonInLawOfMohammed,islamic,Simulation
longFingers,sometimesAThief,generalOrUnknown,Simulation
looseningOrUntyingAKnot,solvingAProblem,generalOrUnknown,Simulation
marigoldsAndPoppies,soothingOfGrief,oriental,Simulation
measuringRodWithLine,sometimesEa,sumeroSemitic,Simulation
mountainInterior,sometimesTheAbodeOfTheDead,generalOrUnknown,Simulation
mud,sourceOfFertilityAndGrowth,generalOrUnknown,Simulation
nymph,soullessBeauty,generalOrUnknown,Simulation
olive,sometimesApollo,grecoRoman,EmblematicSimulation
ostrichFeathers,soundJudgmentOfTheDead,egyptian,Simulation
pearBlossoms,sometimesMourning,chinese,Simulation
petunia,soothingPresence,flowerLanguage @ heraldic,Simulation
pin,somethingOfValueUpToTheMiddleOfThe18ThCenturySomethingValuelessAfter,generalOrUnknown,Simulation
pitcherVessel,somethingOfLowValue,generalOrUnknown,Simulation
polygonalNimbus,sometimesUsedForAllegoricalFigures,generalOrUnknown,Simulation
pomegranate,sometimesTheFruitOfTheTreeOfKnowledge,jewish,Simulation
prince,sometimesHasThePowersOfTheDemiurge,generalOrUnknown,Simulation
purple,sometimesUsedInPlaceOfViolet,heraldic,Simulation
quail,sometimesGivenAsAGiftFromOneLoverToAnother,generalOrUnknown,Simulation
scourgeWhip,sometimesTwoScourgesWithABeehive,christian,AttributeSimulation
scroll,sometimesMerelyOrnamentation,generalOrUnknown,Simulation
sound,soundExistedBeforeSight,generalOrUnknown,Simulation
stripedCarnation,sorryICanTBeWithYou,flowerLanguage,Simulation
termitary,sometimeHomeOfNdu,montagnard,Simulation
tiger,sometimesTigersPullTheChariotOfDionysusBacchus,grecoRoman,Simulation
traveler,someoneEngagedInPersonalDevelopmentEspeciallySpiritualOrReligious,generalOrUnknown,Simulation
treasure,somethingOfSpiritualValue,generalOrUnknown,Simulation
trident,sometimesAmphitrite,grecoRoman,AttributeSimulation
unicorn,sometimesConsideredAnEnemyOfMan,generalOrUnknown,Simulation
vineWithDovesRestingInIt,soulsRestingInChrist,christian,Simulation
waterFly,somethingSmallAndUnimportant,generalOrUnknown,Simulation
whip,sovereigntyByForce,generalOrUnknown,Simulation
word,theFirstAct,newCaledonian,Simulation
word,theFirstElementInTheProcessOfManifestation,generalOrUnknown,Simulation
cedrelaTree,thePatriarchOfAFamily,chinese,Simulation
12000,thePassageOfTheExternalVisitorsOfThisDimension,generalOrUnknown,AssociationSimulation
144000,theNumberWhoWillBeSaved,jehovahSWitnesses,Simulation
153,theNumberOfFishTakenByTheApostlesWhenJesusDirectedThemWhereToCastTheirNets,christian,Simulation
2,theParentsOfMankind,jewish,Simulation
444,theNumberOfLilith,assyrian,Simulation
6,theNumberOfHadad,babylonian,Simulation
666,theNumberOfSorath,kabalistic,Simulation
aegis,theNutritivePrincipleOfNature,generalOrUnknown,Simulation
alphaGreekLetter,theOriginOfAllThings,generalOrUnknown,Simulation
amphibian,thePartingOfSpiritAndMatter,generalOrUnknown,Simulation
antimony,thePenultimateStageInTheSearchForThePhilosopherSStone,alchemic,Simulation
aum,theOriginalSoundThatContainsAllOtherSoundsWordsLanguagesMantras,hindu,Simulation
auroraBorealis,theOtherworld,generalOrUnknown,ManifestationSimulation
bee,theOrderedAndPiousCommunity,christian,Simulation
blackMadonna,thePassiveAspectOfVirginity,christian,Simulation
blackMoon,theOverwhelmingPresenceOfAbsenceAndAbsenceOfPresence,generalOrUnknown,Simulation
bloodstainedTunicGivenToAnOldMan,theOldManIsJacob,jewish,Simulation
caste,thePatternOfTheUniverse,generalOrUnknown,Simulation
catalpa,thePaternalHome,chinese,AssociationSimulation
center,theOriginOfAllExistence,generalOrUnknown,Simulation
cloak,theOuterBoundsOfTheWearerSPersonality,generalOrUnknown,Simulation
clothes,theOwnerSPersonality,generalOrUnknown,RelatednessSimulation
crownOnTheCentralTemplePillar,thePassageToHeaven,hindu,Simulation
cup,thePassiveElement,generalOrUnknown,Simulation
cuttingAKnot,theOvercomingOfDifficultyByForce,generalOrUnknown,Simulation
daisy,theNymphBelides,generalOrUnknown,EmblematicSimulation
dew,thePeacefulMarriageOfHeavenAndEarth,chinese,Simulation
dolphin,theOldestSonOfTheKingOfFrance,french,EmblematicSimulation
doubleHeadedLectern,theOldAndNewTestaments,christian,Simulation
dragonWithABallUnderItsFoot,thePearlOfPerfection,buddhist @ taoist,Simulation
dress,theOutwardShapeOfTheInnerBeing,generalOrUnknown,Simulation
earth,theOriginOfMankind,generalOrUnknown,Simulation
egg,theOriginOfEarthAndSky,chinese,Simulation
emerald,theOvercomingOfTemptation,generalOrUnknown,Simulation
face,theOutwardPersonality,generalOrUnknown,Simulation
fermentation,thePassageFromDeathToLife,alchemic,Simulation
fiveCirclesIntertwined,theOlympicGames,generalOrUnknown,EmblematicSimulation
fiveLinkedRings,theOlympics,generalOrUnknown,EmblematicSimulation
gorge,thePartOfTheConsciousThroughWhichPartsOfTheUnconsciousMayBeGlimpsed,generalOrUnknown,Simulation
gourd,theOriginalUnityOfThePrimordialParents,chinese,Simulation
handEmergingFromACloud,theOmnipotentGod,generalOrUnknown,Simulation
hole,thePassageBetweenWorldsOrExistences,generalOrUnknown,Simulation
hornMusical,theOutsideShapeIsPhallicTheHollowInsideIsFeminineFamePersonified,generalOrUnknown,Simulation
hornsAnimal,theOutsideShapeIsPhallicTheHollowInsideIsFeminine,generalOrUnknown,Simulation
infantEatenByAnOldMan,theOldManIsCronusSaturn,grecoRoman,Simulation
intoxication,theOverwhelmingPowerOfDivinePossession,generalOrUnknown,Simulation
janus,thePastAndTheFuture,roman,Simulation
kiteToy,theory,generalOrUnknown,Simulation
lancePiercingAHeart,thePassionOfChristSaintInArmorWithShieldAndLance,christian,Simulation
leopard,theOpinionatedLowerMindFullOfErrorsThatAreMingledWithTruth,generalOrUnknown,Simulation
leper,theOutcast,generalOrUnknown,Simulation
liana,theOriginalLinkBetweenHeavenAndEarth,thai,Simulation
lodge,theOpeningInTheTopIsAccessToTheHeavens,northAmericanIndian,Simulation
lotus,thePassiveAspectOfManifestation,hindu,Simulation
maniple,theOrderOfSubdeaconship,christian,Simulation
milkyWay,thePathwayOfGhosts,northAmericanIndian,Simulation
milkyWay,thePathwayToValhalla,norse,Simulation
moonTarot,thePathOfMysticEnlightenment,generalOrUnknown,Simulation
mud,theOppositeOfMarble,generalOrUnknown,Simulation
nannyGoat,thePenetratingPerceptionOfChrist,christian,Simulation
noon,theOppositeOfDarkness,generalOrUnknown,Simulation
northAmerican,thePacificNorthwest,generalOrUnknown,EmblematicSimulation
octagon,thePalaceOfHeaven,japanese,EmblematicSimulation
oldMan,theOldYear,generalOrUnknown,Simulation
oldManBesideYouthWhoHasTabletAndStylus,theOldManIsHomer,grecoRoman,Simulation
olive,theParadiseOfTheChosen,jewish,AttributeSimulation
pantherSkin,theOvercomingOfLowDesires,generalOrUnknown,Simulation
pasiphae,theOverthrowOfReasonByAnimalPassion,greek,Simulation
passionFlower,theOvaryRepresentsTheHammer,christian,Simulation
passionFlower,thePassionOfChristSpecificallyTheTenPetalsAreSaidToRepresentTheTenApostlesWhoDidNotDenyOrBetrayChristOrTheTenApostlesWhoFled,christian,Simulation
pawn,theOrdinaryManAttemptingToCrossThroughTheSevenGradesOfInitiationToReachParadiseRealizationEnlightenment,generalOrUnknown,Simulation
peony,thePeacock,chinese,AssociationSimulation
potato,theOrdinary,generalOrUnknown,Simulation
red,theOttomans,turkish,AssociationSimulation
sacredProstitution,theOnenessOfTheLivingInTheWholenessOfBeing,generalOrUnknown,Simulation
scalesOnMermaidsDragonsTheDevil,thePastContinuingInThePresent,generalOrUnknown,Simulation
scarab,thePathOfTheSun,egyptian,Simulation
scourgeWhip,thePassionOfChristUsuallyTwo,christian,AttributeSimulation
serpentEncirclingAGlobe,theOmnipresenceOfSin,generalOrUnknown,Simulation
silverDoors,thePalaceOfTheSun,generalOrUnknown,AssociationSimulation
sittingUnderAFigTree,thePeacefulLife,generalOrUnknown,Simulation
slugAnimal,theOriginOfLife,egyptian,Simulation
soldierWithDragon,theodore,christian,Simulation
sphere,thePearlOfWisdom,chinese @ japanese,Simulation
spikenard,theOintmentMaryOfMarthaAndMaryUsedToAnointChristSFeet,christian,Simulation
squareAndCircle,theOrderOfThingsInTheCosmos,hindu,Simulation
squareWithCompasses,thePathOfWisdom,chinese,Simulation
surroundingAnEgg,thePassionsVitalizingTheMasculineAndFemininePrinciples,grecoRoman,Simulation
symmetry,theOnenessOfConception,generalOrUnknown,Simulation
synagogue,theOldTestamentPersonified,generalOrUnknown,Simulation
thyatiraChurchOf,thePaleHorse,christian,AssociationSimulation
thyme,theOppositeOfHyssop,generalOrUnknown,Simulation
trident,thePastPresentAndFuture,generalOrUnknown,Simulation
turtle,theObscene,amerindian,Simulation
twoHorns,theOldAndNewTestament,christian,Simulation
sanctuaryLamp,thePresenceOfTheHostAtTheAltar,anglican @ catholic,Simulation
0,thePrimordialAndrogyne,generalOrUnknown,Simulation
100,theProphetsSavedByObadiah,jewish,Simulation
12000,thePresenceOfTheBeingsEvolvingThroughTheseChanges,generalOrUnknown,AssociationSimulation
4,thePythagoreanOath,pythagorean,Simulation
adam,thePristineEqualityOfMan,jewish,Simulation
androgyne,theProductivePowersOfNature,generalOrUnknown,Simulation
ascendingStairs,theQuestForExotericKnowledge,generalOrUnknown,Simulation
aum,thePrimordialSoundThatWasPresentAtTheCreationOfTheUniverse,hindu,Simulation
birdClaw,thePreyerWhoHasBeenPreyedUpon,heraldic,Simulation
blackAndWhite,thePrintedWord,generalOrUnknown,Simulation
blackSuits,thePowersOfNight,generalOrUnknown,Simulation
bull,theProcreativePowerOfNature,hindu,Simulation
calfCattle,theProdigalSonSReturn,christian,AssociationSimulation
child,thePreconscious,generalOrUnknown,Simulation
circle,thePreciousPearl,taoist,Simulation
clouds,thePrimalEmbryo,hindu,Simulation
clouds,thePrimordialAndUnknowableStateOfGodBeforeHisManifestation,islamic,Simulation
clubsPlayingCards,thePyramid,generalOrUnknown,AssociationSimulation
cocoon,theProtectionOfTheSoul,generalOrUnknown,Simulation
conch,thePrimordialCreativeWordAum,hindu,Simulation
crescentMoon,thePureSoul,generalOrUnknown,Simulation
crest,thePredominatingCharacteristicOfItsOwner,generalOrUnknown,Simulation
crystal,thePureMind,buddhist,Simulation
deathTarot,theProcessOfChange,generalOrUnknown,AssociationSimulation
deathTarot,theProgressOfEvolution,generalOrUnknown,Simulation
descendingStairs,theQuestForEsotericKnowledge,generalOrUnknown,Simulation
destructionOfBones,thePreclusionOfResurrection,generalOrUnknown,Simulation
diamondKey,thePowerToAct,generalOrUnknown,Simulation
dogBeingDevouredByAWolf,thePurificationOfGoldUsingAntimony,alchemic,Simulation
dolphinWithAnchor,thePrudentMiddleWay,generalOrUnknown,Simulation
dovesInABasket,thePresentationOfChristAtTheTempleUsuallyTheBasketIsCarriedByStJoseph,christian,Simulation
effigy,thePsychicAspectOfAPerson,generalOrUnknown,Simulation
egg,thePrimordialMatriarchalWorldOfChaos,generalOrUnknown,Simulation
f,theProtectionOfLawAndTrial,generalOrUnknown,AssociationSimulation
fieryWheel,thePunishmentOfIxion,grecoRoman,Simulation
flyInsect,thePriestOrOtherInhibitorOfThePreconsciousWhoTaintsInnocentJoys,generalOrUnknown,Simulation
fornication,thePrimacyOfBaseDesires,generalOrUnknown,Simulation
goldenBough,thePriestOfDianaOnLakeNemiWonHisOfficeByKillingHisPredecessorWithAGoldenBough,grecoRoman,Simulation
hammer,thePowersOfTheIntellectDirectingTheThoughtsAndAnimatingMeditation,masonic,Simulation
hawk,theProvidenceOfGod,jewish,Simulation
heraclesHercules,theQuestForImmortality,grecoRoman,Simulation
huntingAHind,thePursuitOfWisdom,celtic,Simulation
hydra,theProlificNatureOfHeresySinFalseDoctrine,christian,Simulation
lance,thePrimitiveUnconscious,generalOrUnknown,AssociationSimulation
lily,thePurifiedSoul,generalOrUnknown,Simulation
lilyAmongThorns,thePurityOfTheImmaculateConceptionTakingPlaceInTheSinfulWorld,christian,Simulation
lionAndPeony,theQueenOfFlowers,japanese,AttributeSimulation
longNose,theProud,japanese,AttributeSimulation
lotus,theProcreativePowerOfTheEternalSubstance,hindu,Simulation
lotusOnATempleThreshold,thePurityAndDispassionDemandedOfTheFaithful,hindu,Simulation
